Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Pakistan,PAK,59.42,61.98,63.448,63.704,63.98,64.265,64.547,64.812,65.051,65.258,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Palau,PLW,63.44,66.64,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Panama,PAN,70.216,72.641,73.473,73.597,73.735,73.889,74.059,74.239,74.428,74.621,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Papua New Guinea,PNG,53.023,56.691,59.288,59.552,59.77,59.948,60.098,60.236,60.376,60.524,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Paraguay,PRY,65.817,67.942,69.648,69.852,70.055,70.253,70.435,70.594,70.726,70.83,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Peru,PER,63.208,67.965,70.375,70.606,70.822,71.032,71.244,71.464,71.698,71.947,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Philippines,PHL,62.631,63.707,64.3,64.372,64.443,64.516,64.597,64.69,64.794,64.911,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Poland,POL,66.5,69.7,71,71.3,71.5,72.1,72.5,72.6,73,73.4,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Portugal,PRT,70.6,72.9,75.2,75.5,75.8,76.1,77.3,77.3,77.6,77.6,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Puerto Rico,PRI,69.856,72.66,74.46,74.025,74.264,74.517,74.78,75.042,75.297,75.544,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Qatar,QAT,74.119,75.336,75.981,76.139,76.322,76.526,76.74,76.954,77.158,77.349,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Romania,ROM,66.59,67.7,69.2,69.2,69.7,69.8,70.8,70.9,71.6,71.6,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Russian Federation,RUS,63.8,59,61.4,61.8,62.8,63.1,64,65,65,65,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Rwanda,RWA,30.99,42.887,53.566,55.169,56.545,57.693,58.65,59.494,60.288,61.052,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Samoa,WSM,61.817,66.34,68.492,68.776,69.058,69.337,69.612,69.882,70.146,70.405,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,San Marino,SMR,..,77.4,79.75,80.1,80.2172727272727,80.3345454545454,80.4518181818181,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sao Tome and Principe,STP,59.989,61.534,63.348,63.592,63.797,63.962,64.095,64.21,64.32,64.429,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Saudi Arabia,SAU,67.468,70.915,72.088,72.196,72.315,72.446,72.589,72.737,72.883,73.026,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Senegal,SEN,55.627,56.218,60.351,61.078,61.778,62.432,63.03,63.574,64.069,64.516,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Serbia,SRB,..,68.9,70.9,71.3,71.4,71.8,72,72.3,72.6,72.9,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Seychelles,SYC,..,..,68.9,67.7,68.4,69.1,67.7,69.3,69.9,68.4,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sierra Leone,SLE,36.87,37.676,44.603,45.633,46.639,47.587,48.444,49.193,49.828,50.35,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Singapore,SGP,73.1,76,78.1,78.4,78.9,79.2,79.5,79.8,80.1,80.5,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sint Maarten (Dutch part),SXM,..,..,72.3,72,73.1,..,..,69.2,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Slovak Republic,SVK,66.64,69.1,70.5,70.9,71.3,71.6,72.3,72.5,72.9,73.3,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Slovenia,SVN,69.4,71.9,75,75.4,75.8,76.3,76.8,77.1,77.2,77.3,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Solomon Islands,SLB,56.355,61.626,64.899,65.23,65.512,65.752,65.96,66.15,66.336,66.523,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Somalia,SOM,43.903,49.349,51.485,51.815,52.143,52.47,52.795,53.12,53.444,53.767,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Africa,ZAF,58.483,53.732,50.717,51.257,51.951,52.721,53.482,54.171,54.74,55.167,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,South Sudan,SSD,42.149,48.022,51.102,51.626,52.169,52.721,53.265,53.787,54.277,54.731,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Spain,ESP,73.34,75.6,77.8,78.2,78.5,78.7,79.5,79.5,80.2,80.2,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sri Lanka,LKA,66.299,67.482,70.679,70.768,70.852,70.949,71.067,71.201,71.347,71.507,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,St. Lucia,LCA,68.727,69.605,71.266,71.479,71.668,71.835,71.984,72.123,72.261,72.401,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,St. Martin (French part),MAF,71.4,73.8,75.1,75.2,75.4,75.6,75.7,75.9,76,76.2,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,St. Vincent and the Grenadines,VCT,67.903,68.247,69.596,69.881,70.133,70.342,70.509,70.646,70.766,70.871,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sudan,SDN,54.053,56.154,58.996,59.495,59.998,60.486,60.937,61.34,61.689,61.98,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Suriname,SUR,64.217,64.556,66.202,66.555,66.889,67.192,67.455,67.679,67.87,68.029,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Swaziland,SWZ,57.793,48.127,47.008,47.639,48.243,48.756,49.137,49.396,49.555,49.624,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Sweden,SWE,74.81,77.4,78.9,79.1,79.4,79.5,79.9,79.9,80.2,80.2,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Switzerland,CHE,73.94,76.9,79.4,79.7,79.8,80.1,80.5,80.6,80.7,80.8,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Syrian Arab Republic,SYR,69.037,70.629,71.529,70.647,69.417,67.985,66.552,65.322,64.443,63.972,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tajikistan,TJK,59.796,59.907,63.867,64.418,64.892,65.279,65.583,65.826,66.027,66.197,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tanzania,TZA,48.54,49.899,57.429,58.543,59.59,60.55,61.416,62.197,62.905,63.54,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Thailand,THA,67.175,66.937,69.552,69.886,70.171,70.409,70.608,70.788,70.964,71.143,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Timor-Leste,TMP,46.934,58.146,64.532,65.151,65.594,65.884,66.066,66.206,66.357,66.545,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Togo,TGO,54.626,52.676,54.771,55.362,55.995,56.644,57.282,57.888,58.447,58.948,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tonga,TON,68.115,68.818,69.017,69.111,69.222,69.347,69.484,69.628,69.774,69.92,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Trinidad and Tobago,TTO,65.239,64.994,65.766,65.966,66.174,66.38,66.573,66.747,66.897,67.023,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tunisia,TUN,68.6,70.6,72.3,72.4,72.5,72.7,72.1,71.8,71.8,71.9,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Turkey,TUR,60.716,66.393,69.8,70.131,70.452,70.768,71.081,71.389,71.689,71.984,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Turkmenistan,TKM,59.06,60.091,60.612,60.699,60.805,60.931,61.07,61.215,61.359,61.5,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uganda,UGA,42.967,45.339,52.76,53.501,54.126,54.663,55.154,55.648,56.175,56.743,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Ukraine,UKR,65.6,62.44,62.51,62.51,63.79,65.28,65.98,66.11,66.34,66.25,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,United Arab Emirates,ARE,70.506,73.373,75.038,75.238,75.426,75.605,75.779,75.95,76.121,76.295,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,United Kingdom,GBR,73.1,75.4,77.4,77.6,78.1,78.5,79,79.1,79.2,79.3,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,United States,USA,71.8,74.1,75.5,75.6,76,76.2,76.3,76.4,76.5,76.6,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uruguay,URY,68.881,71.065,72.432,72.584,72.732,72.879,73.029,73.184,73.344,73.512,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Uzbekistan,UZB,63.571,63.772,64.32,64.422,64.527,64.633,64.738,64.841,64.942,65.04,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Vanuatu,VUT,61.791,65.875,68.078,68.365,68.649,68.928,69.197,69.455,69.699,69.931,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,"Venezuela, RB",VEN,67.113,68.491,69.305,69.406,69.508,69.616,69.738,69.875,70.031,70.204,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Vietnam,VNM,65.986,68.412,69.638,69.817,70.007,70.205,70.409,70.615,70.817,71.014,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Virgin Islands (U.S.),VIR,71.028,73.4,75.8,75.9,76,76.1,76.3,76.4,76.6,76.7,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,West Bank and Gaza,WBG,66.548,69.135,69.869,69.993,70.135,70.292,70.461,70.633,70.802,70.965,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,"Yemen, Rep.",YEM,56.292,59.091,60.667,60.926,61.199,61.478,61.755,62.019,62.264,62.486,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Zambia,ZMB,42.391,42.824,51.763,53.071,54.241,55.258,56.13,56.896,57.592,58.229,..,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Zimbabwe,ZWE,58.066,42.167,44.308,45.724,47.311,49.021,50.815,52.646,54.453,56.171,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 10/14/2016,,,,,,,,,,,,,,,
